fda drug,chemical name,indications,url
provera,Medroxyprogesterone acetate,"Abnormal uterine bleeding,Amenorrhea, secondary,Contraception,Endometrial carcinoma, recurrent or metastatic,Endometrial hyperplasia prevention in postmenopausal persons receiving daily conjugated estrogen,Endometrial hyperplasia, treatment,Endometriosis,Hot flashes,Paraphilia/hypersexuality,Endometrial hyperplasia prevention,Endometrial carcinoma",https://www.uptodate.com/contents/medroxyprogesterone-acetate-drug-information?search=provera&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
provigil,Modafinil,"Narcolepsy, obstructive sleep apnea,Shift work sleep disorder,,Narcolepsy,Obstructive sleep apnea",https://www.uptodate.com/contents/modafinil-drug-information?search=provigil&source=search_result&selectedTitle=1%7E63&usage_type=default&display_rank=1
purinethol,Mercaptopurine,"Acute lymphoblastic leukemia,Acute promyelocytic leukemia, maintenance,Crohn disease, management after surgical resection,Crohn disease, remission maintenance or reduction of steroid use,Lymphoblastic lymphoma,Ulcerative colitis,",https://www.uptodate.com/contents/mercaptopurine-drug-information?search=purinethol&source=search_result&selectedTitle=1%7E121&usage_type=default&display_rank=1
qualaquin,Quinine,"Malaria, uncomplicated, due to chloroquine-resistant,Babesiosis,Malaria, uncomplicated, due to",https://www.uptodate.com/contents/quinine-drug-information?search=qualaquin&source=search_result&selectedTitle=1%7E97&usage_type=default&display_rank=1
quartette,Ethinyl estradiol and levonorgestrel,"Contraception,With a Sunday start, an additional method of contraception should be used until after the first 7 days of consecutive administration.,Emergency Contraception,Emergency contraception",https://www.uptodate.com/contents/ethinyl-estradiol-and-levonorgestrel-drug-information?search=quartette&source=search_result&selectedTitle=1%7E16&usage_type=default&display_rank=1
quedexy xr,Topiramate,"Epilepsy, monotherapy,Epilepsy, adjunctive therapy,Migraine prophylaxis,Alcohol use disorder,Antipsychotic-induced weight gain,Binge eating disorder,Borderline personality disorder,Bulimia nervosa,Cluster headache prophylaxis,Essential tremor",https://www.uptodate.com/contents/topiramate-pediatric-drug-information?search=quedexy+xr&source=search_result&selectedTitle=1%7E129&usage_type=default&display_rank=1
rapamune,Sirolimus,"Lymphangioleiomyomatosis,Renal transplant,Graft-versus-host disease,Heart transplantation,Lung transplantation,Renal angiomyolipoma,Renal transplantation",https://www.uptodate.com/contents/sirolimus-drug-information?search=rapamune&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
razadyne,Galantamine,"Alzheimer dementia, mild-to-moderate,Alzheimer dementia, severe,Dementia associated with Parkinson disease and Lewy body dementia,",https://www.uptodate.com/contents/galantamine-drug-information?search=razadyne&source=search_result&selectedTitle=1%7E22&usage_type=default&display_rank=1
razadyne er,Galantamine,"Alzheimer dementia, mild-to-moderate,Alzheimer dementia, severe,Dementia associated with Parkinson disease and Lewy body dementia,",https://www.uptodate.com/contents/galantamine-drug-information?search=razadyne+er&source=search_result&selectedTitle=1%7E22&usage_type=default&display_rank=1
reglan,Metoclopramide,"Diabetic gastroparesis,Gastroparesis management, regardless of etiology,Gastroesophageal reflux,Prevention of nausea and vomiting associated with emetogenic chemotherapy,Prevention of postoperative nausea and vomiting,Radiological exam,Small bowel intubation,Gastric bezoars,Hiccups,Migraine,Nausea and vomiting of pregnancy,Prevention of radiation therapy-induced nausea and vomiting,Treatment of nausea and vomiting in advanced cancer,Dosage adjustment for concomitant therapy,",https://www.uptodate.com/contents/metoclopramide-drug-information?search=reglan&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
relpax,Eletriptan,"Acute migraine,Migraines",https://www.uptodate.com/contents/eletriptan-drug-information?search=relpax&source=search_result&selectedTitle=1%7E19&usage_type=default&display_rank=1
remeron soltab,Mirtazapine,"Headache, chronic tension-type, prophylaxis,Major depressive disorder,Panic disorder,",https://www.uptodate.com/contents/mirtazapine-drug-information?search=remeron+soltab&source=search_result&selectedTitle=1%7E95&usage_type=default&display_rank=1
renvela,Sevelamer,Control of serum phosphorous,https://www.uptodate.com/contents/sevelamer-drug-information?search=renvela&source=search_result&selectedTitle=1%7E23&usage_type=default&display_rank=1
restoril,Temazepam,Insomnia,https://www.uptodate.com/contents/temazepam-drug-information?search=restoril&source=search_result&selectedTitle=1%7E17&usage_type=default&display_rank=1
retin-a,Topical tretinoin,"Acne vulgaris,Palliation of fine wrinkles,Palliation of fine wrinkles, mottled hyperpigmentation, and facial skin roughness",https://www.uptodate.com/contents/topical-tretinoin-topical-all-trans-retinoic-acid-drug-information?search=retin-a&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
retin-a micro,Topical tretinoin,"Acne vulgaris,Palliation of fine wrinkles,Palliation of fine wrinkles, mottled hyperpigmentation, and facial skin roughness",https://www.uptodate.com/contents/topical-tretinoin-topical-all-trans-retinoic-acid-drug-information?search=retin-a+micro&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
revatio,Sildenafil,"Erectile dysfunction,Pulmonary arterial hypertension,Raynaud phenomenon,Dosage considerations for patients stable on alpha-blockers,Dosage adjustment for concomitant use of potent CYP34A inhibitors",https://www.uptodate.com/contents/sildenafil-drug-information?search=revatio&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
rilutek,Riluzole,Amyotrophic lateral sclerosis,https://www.uptodate.com/contents/riluzole-drug-information?search=rilutek&source=search_result&selectedTitle=1%7E13&usage_type=default&display_rank=1
risperdal,Risperidone,"Bipolar mania,Bipolar I maintenance,Schizophrenia,Delusional infestation,Major depressive disorder,Post-traumatic stress disorder,Tourette syndrome,Discontinuation of therapy,Injection",https://www.uptodate.com/contents/risperidone-drug-information?search=risperdal&source=search_result&selectedTitle=1%7E119&usage_type=default&display_rank=1
risperdal m-tab,Risperidone,"Bipolar mania,Bipolar I maintenance,Schizophrenia,Delusional infestation,Major depressive disorder,Post-traumatic stress disorder,Tourette syndrome,Discontinuation of therapy,Injection",https://www.uptodate.com/contents/risperidone-drug-information?search=risperdal+m-tab&source=search_result&selectedTitle=1%7E119&usage_type=default&display_rank=1
ritalin,Methylphenidate,"ADHD,Narcolepsy,Depression in medically-ill older adults or adult patients with terminal illness and/or receiving palliative care,Fatigue, cancer-related,Attention-deficit/hyperactivity disorder",https://www.uptodate.com/contents/methylphenidate-drug-information?search=ritalin&source=search_result&selectedTitle=1%7E117&usage_type=default&display_rank=1
ritalin sr,Methylphenidate,"ADHD,Narcolepsy,Depression in medically-ill older adults or adult patients with terminal illness and/or receiving palliative care,Fatigue, cancer-related,Attention-deficit/hyperactivity disorder",https://www.uptodate.com/contents/methylphenidate-drug-information?search=ritalin+sr&source=search_result&selectedTitle=1%7E117&usage_type=default&display_rank=1
robinul,Glycopyrrolate,"Primary focal hyperhidrosis,Reduction of secretions,Reversal of bradycardia, vagal reflexes,Reversal of muscarinic effects of cholinergic agents,Chronic drooling",https://www.uptodate.com/contents/glycopyrrolate-glycopyrronium-systemic-drug-information?search=robinul&source=search_result&selectedTitle=1%7E102&usage_type=default&display_rank=1
robinul forte,Glycopyrrolate,"Primary focal hyperhidrosis,Reduction of secretions,Reversal of bradycardia, vagal reflexes,Reversal of muscarinic effects of cholinergic agents,Chronic drooling",https://www.uptodate.com/contents/glycopyrrolate-glycopyrronium-systemic-drug-information?search=robinul+forte&source=search_result&selectedTitle=1%7E102&usage_type=default&display_rank=1
rocaltrol,Calcitriol,"Hypocalcemia in patients on chronic renal dialysis,Hypocalcemia in hypoparathyroidism/pseudohypoparathyroidism,Secondary hyperparathyroidism associated with moderate-to-severe CKD in patients not yet on dialysis,Vitamin D-dependent rickets type 1/pseudovitamin D deficiency rickets,Vitamin D-resistant rickets",https://www.uptodate.com/contents/calcitriol-systemic-drug-information?search=rocaltrol&source=search_result&selectedTitle=1%7E135&usage_type=default&display_rank=1
rogaine (for men),Minoxidil,Alopecia,https://www.uptodate.com/contents/minoxidil-topical-drug-information?search=rogaine+%28for+men%29&source=search_result&selectedTitle=2%7E18&usage_type=default&display_rank=2
rogaine (for women),Minoxidil,Alopecia,https://www.uptodate.com/contents/minoxidil-topical-drug-information?search=rogaine+%28for+women%29&source=search_result&selectedTitle=2%7E18&usage_type=default&display_rank=2
rogaine extra strength (for men),Minoxidil,Alopecia,https://www.uptodate.com/contents/minoxidil-topical-drug-information?search=rogaine+extra+strength+%28for+men%29&source=search_result&selectedTitle=2%7E18&usage_type=default&display_rank=2
rowasa,Mesalamine,"Crohn disease management after surgical resection,Crohn disease, mild to moderate,Distal ulcerative colitis or proctosigmoiditis, active mild to moderate,Distal ulcerative colitis,Ulcerative colitis,Ulcerative proctitis, active",https://www.uptodate.com/contents/mesalamine-mesalazine-drug-information?search=rowasa&source=search_result&selectedTitle=1%7E60&usage_type=default&display_rank=1
rythmol sr,Propafenone,"Atrial fibrillation,Paroxysmal supraventricular tachycardia,Paroxysmal atrial fibrillation, pharmacologic cardioversion,Ventricular arrhythmia,Ventricular premature beats,",https://www.uptodate.com/contents/propafenone-drug-information?search=rythmol+sr&source=search_result&selectedTitle=1%7E50&usage_type=default&display_rank=1
salagen,Pilocarpine,Xerostomia,https://www.uptodate.com/contents/pilocarpine-systemic-drug-information?search=salagen&source=search_result&selectedTitle=1%7E33&usage_type=default&display_rank=1
sandostatin,Octreotide,"Acromegaly,Carcinoid tumors,Vasoactive intestinal peptide tumors,Carcinoid crisis, prevention,Diarrhea,Diarrhea associated with acute graft-versus-host disease,Esophageal varices bleeding,Gastroenteropancreatic neuroendocrine tumors, metastatic,Hepatorenal syndrome,Malignant bowel obstruction,Sulfonylurea-induced hypoglycemia,Thymoma/thymic malignancies, advanced,Vasoactive intestinal peptide-secreting tumors",https://www.uptodate.com/contents/octreotide-drug-information?search=sandostatin&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
seasonale,Ethinyl estradiol and levonorgestrel,"Contraception,With a Sunday start, an additional method of contraception should be used until after the first 7 days of consecutive administration.,Emergency Contraception,Emergency contraception",https://www.uptodate.com/contents/ethinyl-estradiol-and-levonorgestrel-drug-information?search=seasonale&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
seasonique,Ethinyl estradiol and levonorgestrel,"Contraception,With a Sunday start, an additional method of contraception should be used until after the first 7 days of consecutive administration.,Emergency Contraception,Emergency contraception",https://www.uptodate.com/contents/ethinyl-estradiol-and-levonorgestrel-drug-information?search=seasonique&source=search_result&selectedTitle=1%7E16&usage_type=default&display_rank=1
sectral,Acebutolol,"Hypertension,Stable ischemic heart disease,Thyrotoxicosis,Ventricular premature beats,Ventricular",https://www.uptodate.com/contents/acebutolol-drug-information?search=sectral&source=search_result&selectedTitle=1%7E16&usage_type=default&display_rank=1
septocaine,Articaine and epinephrine,Dental anesthesia,https://www.uptodate.com/contents/articaine-and-epinephrine-drug-information?search=septocaine&source=search_result&selectedTitle=1%7E2&usage_type=default&display_rank=1
silvadene,Silver sulfadiazine,Burn treatment,https://www.uptodate.com/contents/silver-sulfadiazine-drug-information?search=silvadene&source=search_result&selectedTitle=1%7E32&usage_type=default&display_rank=1
singulair,Montelukast,"Allergic rhinitis,Asthma,Bronchoconstriction, exercise-induced,Chronic urticaria,Urticaria",https://www.uptodate.com/contents/montelukast-drug-information?search=singulair&source=search_result&selectedTitle=1%7E77&usage_type=default&display_rank=1
skelaxin,Metaxalone,"Musculoskeletal conditions,",https://www.uptodate.com/contents/metaxalone-drug-information?search=skelaxin&source=search_result&selectedTitle=1%7E5&usage_type=default&display_rank=1
sodium edecrin,Ethacrynic acid,Edema,https://www.uptodate.com/contents/ethacrynic-acid-drug-information?search=sodium+edecrin&source=search_result&selectedTitle=1%7E37&usage_type=default&display_rank=1
solaraze,Diclofenac,"Ankylosing spondylitis,Migraine,Osteoarthritis,Pain,Primary dysmenorrhea,Rheumatoid arthritis,Dysmenorrhea",https://www.uptodate.com/contents/diclofenac-systemic-drug-information?search=solaraze&source=search_result&selectedTitle=1%7E94&usage_type=default&display_rank=1
soma,Carisoprodol,Musculoskeletal conditions,https://www.uptodate.com/contents/carisoprodol-drug-information?search=soma&source=search_result&selectedTitle=1%7E15&usage_type=default&display_rank=1
soriatane,Acitretin,"Psoriasis,Disorders of keratinization",https://www.uptodate.com/contents/acitretin-drug-information?search=soriatane&source=search_result&selectedTitle=1%7E63&usage_type=default&display_rank=1
spectracef,Cefditoren,"Acute bacterial exacerbation of chronic bronchitis,Community-acquired pneumonia,Pharyngitis, tonsillitis, uncomplicated skin and skin structure infections",https://www.uptodate.com/contents/cefditoren-drug-information?search=spectracef&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
sporanox,Itraconazole,"Aspergillosis, invasive,Blastomycosis,Candidiasis,Chromomycosis,Cocc,Coccidioidal pneumonia,Coc,Cryptococcosis in HIV-infected patients,Histoplasmosis,Microsporidiosis, disseminated,Onychomycosis,Paracoccidioidomycosis,Penicilliosis in HIV-infected patients,Pityriasis versicolor,Sporotrichosis,Tinea corporis or tinea cruris,Tinea pedis,Aspergillosis,Oropharyngeal/Esophageal candidiasis,",https://www.uptodate.com/contents/itraconazole-drug-information?search=sporanox&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
stalevo 100,"Carbidopa, levodopa, and entacapone","Parkinson disease,Patients previously treated with carbidopa/levodopa immediate release tablets,Patients previously treated with benserazide/levodopa immediate release tablets [Canadian product]",https://www.uptodate.com/contents/carbidopa-levodopa-and-entacapone-drug-information?search=stalevo+100&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
stalevo 125,"Carbidopa, levodopa, and entacapone","Parkinson disease,Patients previously treated with carbidopa/levodopa immediate release tablets,Patients previously treated with benserazide/levodopa immediate release tablets [Canadian product]",https://www.uptodate.com/contents/carbidopa-levodopa-and-entacapone-drug-information?search=stalevo+125&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
stalevo 150,"Carbidopa, levodopa, and entacapone","Parkinson disease,Patients previously treated with carbidopa/levodopa immediate release tablets,Patients previously treated with benserazide/levodopa immediate release tablets [Canadian product]",https://www.uptodate.com/contents/carbidopa-levodopa-and-entacapone-drug-information?search=stalevo+150&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
stalevo 200,"Carbidopa, levodopa, and entacapone","Parkinson disease,Patients previously treated with carbidopa/levodopa immediate release tablets,Patients previously treated with benserazide/levodopa immediate release tablets [Canadian product]",https://www.uptodate.com/contents/carbidopa-levodopa-and-entacapone-drug-information?search=stalevo+200&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
stalevo 50,"Carbidopa, levodopa, and entacapone","Parkinson disease,Patients previously treated with carbidopa/levodopa immediate release tablets,Patients previously treated with benserazide/levodopa immediate release tablets [Canadian product]",https://www.uptodate.com/contents/carbidopa-levodopa-and-entacapone-drug-information?search=stalevo+50&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
stalevo 75,"Carbidopa, levodopa, and entacapone","Parkinson disease,Patients previously treated with carbidopa/levodopa immediate release tablets,Patients previously treated with benserazide/levodopa immediate release tablets [Canadian product]",https://www.uptodate.com/contents/carbidopa-levodopa-and-entacapone-drug-information?search=stalevo+75&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
strattera,Atomoxetine,Attention-deficit/hyperactivity disorder,https://www.uptodate.com/contents/atomoxetine-drug-information?search=strattera&source=search_result&selectedTitle=1%7E37&usage_type=default&display_rank=1
sular,Nisoldipine,"Sular,Nisoldipine extended-release tablet,Hypertension",https://www.uptodate.com/contents/nisoldipine-drug-information?search=sular&source=search_result&selectedTitle=1%7E16&usage_type=default&display_rank=1
synalar,Ciprofloxacin and fluocinolone,"Acute otitis media in patients with tympanostomy tubes,Acute otitis media",https://www.uptodate.com/contents/ciprofloxacin-and-fluocinolone-drug-information?search=synalar&source=search_result&selectedTitle=3%7E27&usage_type=default&display_rank=6
synalgos-dc,"Dihydrocodeine, aspirin, and caffeine",Pain management,https://www.uptodate.com/contents/dihydrocodeine-aspirin-and-caffeine-drug-information?search=synalgos-dc&source=search_result&selectedTitle=1%7E1&usage_type=default&display_rank=1
taclonex,Calcipotriol,Plaque psoriasis,https://www.uptodate.com/contents/calcipotriol-calcipotriene-and-betamethasone-drug-information?search=taclonex&source=search_result&selectedTitle=1%7E7&usage_type=default&display_rank=1
tambocor,Flecainide,"Ventricular arrhythmias,Paroxysmal atrial fibrillation/flutter and paroxysmal supraventricular tachycardias,Ventricular premature beats,Atrial fibrillation or flutter,Conversion from another antiarrhythmic agent,Dosage adjustment for concomitant therapy",https://www.uptodate.com/contents/flecainide-drug-information?search=tambocor&source=search_result&selectedTitle=1%7E101&usage_type=default&display_rank=1
targretin,Bexarotene,"Cutaneous T-cell lymphoma, refractory,Mycosis fungoides/Sezary syndrome, refractory/resistant",https://www.uptodate.com/contents/bexarotene-systemic-drug-information?search=targretin&source=search_result&selectedTitle=1%7E12&usage_type=default&display_rank=1
tarka,Trandolapril and verapamil,Hypertension,https://www.uptodate.com/contents/trandolapril-and-verapamil-drug-information?search=tarka&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
tasmar,Tolcapone,Parkinson's disease,https://www.uptodate.com/contents/tolcapone-drug-information?search=tasmar&source=search_result&selectedTitle=1%7E7&usage_type=default&display_rank=1
taxotere,Docetaxel,"Breast cancer,Gastric adenocarcinoma,Head and neck cancer,Non-small cell lung cancer,Prostate cancer,Bladder cancer, metastatic,Esophageal cancer,Ewing sarcoma or osteosarcoma,Ovarian cancer,Prostate cancer, metastatic, hormone-sensitive,Small cell lung cancer, relapsed,Soft tissue sarcoma,Unknown-primary, adenocarcinoma",https://www.uptodate.com/contents/docetaxel-drug-information?search=taxotere&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
tazorac,Tazarotene,"Acne,Palliation of fine facial wrinkles, facial mottled hyper-/hypopigmentation, benign facial lentigines,Psoriasis",https://www.uptodate.com/contents/tazarotene-drug-information?search=tazorac&source=search_result&selectedTitle=1%7E30&usage_type=default&display_rank=1
tazorac and avage,Tazarotene,"Acne,Palliation of fine facial wrinkles, facial mottled hyper-/hypopigmentation, benign facial lentigines,Psoriasis",https://www.uptodate.com/contents/tazarotene-drug-information?search=tazorac+and+avage&source=search_result&selectedTitle=1%7E30&usage_type=default&display_rank=1
tegretol xr,Carbamazepine,"Epilepsy,Trigeminal or glossopharyngeal neuralgia,Bipolar disorder,Neuropathic pain, critically ill patients,Neuropsychiatric symptoms of dementia,Restless legs syndrome,Bipolar 1 disorder",https://www.uptodate.com/contents/carbamazepine-drug-information?search=tegretol+xr&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
temodar,Temozolomide,"Anaplastic astrocytoma,Glioblastoma multiforme,Cutaneous T-cell lymphoma, advanced,Ewing’s sarcoma, recurrent or progressive,Melanoma, advanced or metastatic,Neuroendocrine tumors, advanced,Primary CNS lymphoma, refractory,Soft tissue sarcoma",https://www.uptodate.com/contents/temozolomide-drug-information?search=temodar&source=search_result&selectedTitle=1%7E77&usage_type=default&display_rank=1
tenuate,Diethylpropion,Obesity,https://www.uptodate.com/contents/diethylpropion-drug-information?search=tenuate&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
tenuate dospan,Diethylpropion,Obesity,https://www.uptodate.com/contents/diethylpropion-drug-information?search=tenuate+dospan&source=search_result&selectedTitle=1%7E5&usage_type=default&display_rank=1
tessalon,Benzonatate,Cough,https://www.uptodate.com/contents/benzonatate-drug-information?search=tessalon&source=search_result&selectedTitle=1%7E5&usage_type=default&display_rank=1
testim,Testosterone,"Breast cancer,Delayed puberty,Hypogonadism,Breast cancer, metastatic,Hypogonadism, hypogonadotropic,Hypogonadism, primary",https://www.uptodate.com/contents/testosterone-drug-information?search=testim&source=search_result&selectedTitle=2%7E19&usage_type=default&display_rank=2
tiazac,Diltiazem,"Angina,Hypertension,Idiopathic ventricular tachycardia,Atrial fibrillation, atrial flutter, PSVT,Atrial fibrillation,Supraventricular tachycardia,Conversion from IV diltiazem to oral diltiazem",https://www.uptodate.com/contents/diltiazem-drug-information?search=tiazac&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
tigan,Trimethobenzamide,Nausea/vomiting,https://www.uptodate.com/contents/trimethobenzamide-drug-information?search=tigan&source=search_result&selectedTitle=1%7E6&usage_type=default&display_rank=1
tikosyn,Dofetilide,"Atrial fibrillation/atrial flutter,Supraventricular tachycardia,initial",https://www.uptodate.com/contents/dofetilide-drug-information?search=tikosyn&source=search_result&selectedTitle=1%7E111&usage_type=default&display_rank=1
tindamax,Tinidazole,"Amebiasis, intestinal,Amebiasis, liver abscess,Bacterial vaginosis,Bacterial vaginosis, recurrent,Giardiasis,,Prophylaxis against sexually transmitted diseases following sexual assault,Trichomoniasis,Trichomoniasis, persistent or recurrent,Urethritis, nongonococcal,Amebiasis",https://www.uptodate.com/contents/tinidazole-drug-information?search=tindamax&source=search_result&selectedTitle=1%7E40&usage_type=default&display_rank=1
tobi,Tobramycin,"Cystic fibrosis,Non-cystic fibrosis bronchiectasis",https://www.uptodate.com/contents/tobramycin-oral-inhalation-drug-information?search=tobi&source=search_result&selectedTitle=1%7E7&usage_type=default&display_rank=1
tobradex,Tobramycin and dexamethasone,Ocular inflammatory conditions,https://www.uptodate.com/contents/tobramycin-and-dexamethasone-drug-information?search=tobradex&source=search_result&selectedTitle=1%7E2&usage_type=default&display_rank=1
toprol xl,Metoprolol,"Angina,Atrial fibrillation/flutter,Heart failure,Hypertension,MI,Supraventricular tachycardia,Thyrotoxicosis,Ventricular arrhythmias",https://www.uptodate.com/contents/metoprolol-drug-information?search=toprol+xl&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
toradol,Ketorolac,"Pain management,Dosage adjustment for low body weight",https://www.uptodate.com/contents/ketorolac-systemic-drug-information?search=toradol&source=search_result&selectedTitle=1%7E86&usage_type=default&display_rank=1
trandate,Labetalol,"Hypertension, acute,Hypertension, chronic,Arterial hypertension in acute ischemic stroke,Arterial hypertension in intracranial hemorrhage,Hypertensive emergency in pregnancy,Subarachnoid hemorrhage,IV to oral conversion,Hypertension",https://www.uptodate.com/contents/labetalol-drug-information?search=trandate&source=search_result&selectedTitle=1%7E95&usage_type=default&display_rank=1
tri-norinyl,Ethinyl estradiol and norethindrone,"Acne,Contraception,Postmenopausal indications,Osteoporosis prevention,Vasomotor symptoms associated with menopause,Acne vulgaris",https://www.uptodate.com/contents/ethinyl-estradiol-and-norethindrone-drug-information?search=tri-norinyl&source=search_result&selectedTitle=1%7E19&usage_type=default&display_rank=1
tricor,Fenofibrate,"Hypertriglyceridemia,Hypercholesterolemia or mixed hyperlipidemia,Hypercholesterolemia or mixed dyslipidemia",https://www.uptodate.com/contents/fenofibrate-drug-information?search=tricor&source=search_result&selectedTitle=1%7E42&usage_type=default&display_rank=1
trileptal,Oxcarbazepine,"Adjunctive therapy, partial seizures,Conversion to monotherapy, partial seizures,Initiation of monotherapy, partial seizures,Conversion from immediate release to extended release,Dosage adjustment with concomitant antiepileptic drugs,Neuropathic pain,Partial seizures",https://www.uptodate.com/contents/oxcarbazepine-drug-information?search=trileptal&source=search_result&selectedTitle=1%7E87&usage_type=default&display_rank=1
trilipix,Fenofibrate,"Hypertriglyceridemia,Hypercholesterolemia or mixed hyperlipidemia,Hypercholesterolemia or mixed dyslipidemia",https://www.uptodate.com/contents/fenofibrate-drug-information?search=trilipix&source=search_result&selectedTitle=1%7E42&usage_type=default&display_rank=1
tussionex,Hydrocodone and chlorpheniramine,"Cough and upper respiratory tract symptoms,Discontinuation of therapy",https://www.uptodate.com/contents/hydrocodone-and-chlorpheniramine-drug-information?search=tussionex&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
ultram,Tramadol,"Pain management,Premature ejaculation,Restless legs syndrome, refractory",https://www.uptodate.com/contents/tramadol-drug-information?search=ultram&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
ultravate,Halobetasol,"Plaque psoriasis,Steroid-responsive dermatoses",https://www.uptodate.com/contents/halobetasol-drug-information?search=ultravate&source=search_result&selectedTitle=1%7E6&usage_type=default&display_rank=1
unithroid,Levothyroxine,"Hypothyroidism,TSH suppression,Myxedema coma or stupor,Cadaveric organ recovery,Subclinical hypothyroidism,Injectable",https://www.uptodate.com/contents/levothyroxine-drug-information?search=unithroid&source=search_result&selectedTitle=1%7E115&usage_type=default&display_rank=1
urex,Methenamine,"Urinary tract infection, prophylaxis/suppression",https://www.uptodate.com/contents/methenamine-drug-information?search=urex&source=search_result&selectedTitle=1%7E49&usage_type=default&display_rank=1
urocit-k,Oral citrate formulations,"Alkalinizer, bicarbonate precursor,Kidney stones",https://www.uptodate.com/contents/potassium-citrate-tablet-drug-information?search=urocit-k&source=search_result&selectedTitle=1%7E144&usage_type=default&display_rank=1
urso 250,Ursodeoxycholic acid,"Gallstone dissolution,Gallstone prevention post-bariatric surgery,Gallstone prevention,Primary biliary cirrhosis,Gallstones",https://www.uptodate.com/contents/ursodeoxycholic-acid-ursodiol-drug-information?search=urso+250&source=search_result&selectedTitle=1%7E64&usage_type=default&display_rank=1
urso forte,Ursodeoxycholic acid,"Gallstone dissolution,Gallstone prevention post-bariatric surgery,Gallstone prevention,Primary biliary cirrhosis,Gallstones",https://www.uptodate.com/contents/ursodeoxycholic-acid-ursodiol-drug-information?search=urso+forte&source=search_result&selectedTitle=1%7E64&usage_type=default&display_rank=1
vagifem,Estradiol,"General dosing guidelines,Breast cancer, metastatic,Hypoestrogenism,Osteoporosis prevention,Prostate cancer, advanced,Vasomotor symptoms associated with menopause,Vulvar and vaginal atrophy associated with menopause,",https://www.uptodate.com/contents/estradiol-systemic-drug-information?search=vagifem&source=search_result&selectedTitle=1%7E146&usage_type=default&display_rank=1
vagistat-1,Tioconazole,"Candidiasis, vulvovaginal",https://www.uptodate.com/contents/tioconazole-drug-information?search=vagistat-1&source=search_result&selectedTitle=1%7E3&usage_type=default&display_rank=1
vancocin,Vancomycin,"Usual dosage range,Indication-specific dosing,Bacteremia,Brain abscess, intracranial epidural abscess, or spinal epidural abscess,Cerebrospinal fluid,,Endocarditis, treatment,Endophthalmitis, treatment,Group B streptococcus,Intra-abdominal infection,Meningitis, bacterial,Osteomyelitis,Perioperative prophylaxis,Peritonitis, treatment,Pneumonia,Prosthetic joint infection,Sepsis/septic shock,Septic arthritis, without prosthetic material,Skin and soft tissue infections,Surgical site infections,Endocarditis,Enterocolitis,Staphylococcal infections",https://www.uptodate.com/contents/vancomycin-drug-information?search=vancocin&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
vanos,Fluocinonide,"Atopic dermatitis,Psoriasis,Other inflammatory and pruritic dermatologic conditions besides atopic dermatitis or psoriasis,Inflammatory and pruritic dermatologic conditions",https://www.uptodate.com/contents/fluocinonide-drug-information?search=vanos&source=search_result&selectedTitle=1%7E19&usage_type=default&display_rank=1
vaseretic,Enalapril and hydrochlorothiazide,Hypertension,https://www.uptodate.com/contents/enalapril-and-hydrochlorothiazide-drug-information?search=vaseretic&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
vasotec,Enalapril formulations,"Asymptomatic left ventricular dysfunction,Heart failure,Hypertension,enalaprilat,Heart Failure",https://www.uptodate.com/contents/enalapril-drug-information?search=vasotec&source=search_result&selectedTitle=1%7E111&usage_type=default&display_rank=1
vectical,Calcitriol,"Hypocalcemia in patients on chronic renal dialysis,Hypocalcemia in hypoparathyroidism/pseudohypoparathyroidism,Secondary hyperparathyroidism associated with moderate-to-severe CKD in patients not yet on dialysis,Vitamin D-dependent rickets type 1/pseudovitamin D deficiency rickets,Vitamin D-resistant rickets",https://www.uptodate.com/contents/calcitriol-systemic-drug-information?search=vectical&source=search_result&selectedTitle=1%7E135&usage_type=default&display_rank=1
